tconst,directors,writers
tt0000111,nm0005690,nm0410331
tt0000112,nm0005690,nm0410331
tt0000113,nm0005690,nm0410331
tt0000114,nm0617588,\N
tt0000115,nm0617588,\N
tt0000116,nm0617588,\N
tt0000117,nm0234288,\N
tt0000118,nm0617588,\N
tt0000119,nm0617588,\N
tt0000120,nm0617588,\N
tt0000121,nm0609678,\N
tt0000122,nm0617588,\N
tt0000123,nm0617588,\N
tt0000124,nm0617588,\N
tt0000125,\N,\N
tt0000126,nm0617588,\N
tt0000127,nm0617588,\N
tt0000128,nm0617588,\N
tt0000129,nm0617588,\N
tt0000130,nm0617588,\N
tt0000131,nm0617588,\N
tt0000132,nm0617588,nm0617588
tt0000133,nm0617588,\N
tt0000134,\N,\N
tt0000135,nm0005690,\N
tt0000137,nm0349785,\N
tt0000138,nm0617588,nm0617588
tt0000139,nm0349785,\N
tt0000140,nm0349785,\N
tt0000141,nm0349785,\N
tt0000142,nm0924920,\N
tt0000143,nm0349785,\N
tt0000144,nm0349785,\N
tt0000145,nm0349785,\N
tt0000146,nm0349785,\N
tt0000147,nm0714557,\N
tt0000148,nm0349785,\N
tt0000149,nm0617588,\N
tt0000150,nm0349785,\N
tt0000151,nm0617588,\N
tt0000152,nm0617588,\N
tt0000153,nm0808310,\N
tt0000154,nm0010291,\N
tt0000155,nm0617588,\N
tt0000156,nm0617588,\N
tt0000157,nm0349785,\N
tt0000158,nm0349785,\N
tt0000159,nm0617588,\N
tt0000160,nm0095816,\N
tt0000161,nm0349785,\N
tt0000162,nm0698645,\N
tt0000163,nm0349785,\N
tt0000164,nm0349785,\N
tt0000165,nm0005717,nm0005717
tt0000166,nm0005717,\N
tt0000167,nm0422809,\N
tt0000168,nm0005717,\N
tt0000169,nm0698645,\N
tt0000170,nm0666972,\N
tt0000171,nm0349785,\N
tt0000172,nm0808310,\N
tt0000173,nm0085865,\N
tt0000174,nm0471818,nm0841389
tt0000175,nm0795060,\N
tt0000176,\N,\N
tt0000177,nm0085865,\N
tt0000178,nm0692105,\N
tt0000179,nm0617588,\N
tt0000181,nm0808310,nm0674518
tt0000182,nm0666972,\N
tt0000183,nm0808310,nm0241416
tt0000184,nm0924920,\N
tt0000186,nm0617588,\N
tt0000187,nm0349785,\N
tt0000188,nm0666972,\N
tt0000189,nm0005717,nm0005717
tt0000190,nm0471818,nm0841389
tt0000192,nm0924920,nm0238900
tt0000194,nm0378408,\N
tt0000196,nm0808310,nm0324473
tt0000197,nm0349785,\N
tt0000198,nm0349785,\N
tt0000199,\N,\N
tt0000204,nm0349785,\N
tt0000205,nm0349785,\N
tt0000206,nm0005717,\N
tt0000207,\N,\N
tt0000208,nm0808310,\N
tt0000209,nm0808310,\N
tt0000210,nm0617588,\N
tt0000211,nm0617588,nm0617588
tt0000213,nm0349785,\N
tt0000214,nm0085865,\N
tt0000215,nm0471818,nm0841389
tt0000218,nm0617588,nm0617588
tt0000219,nm0808310,\N
tt0000222,nm0349785,\N
tt0000223,nm0349785,\N
tt0000225,\N,nm0207305
tt0000228,nm0349785,\N
tt0000229,\N,nm0857203
tt0000230,nm0617588,nm0674518
tt0000231,nm0795060,\N
tt0000234,nm0617588,\N
tt0000235,nm0617588,nm0353584
tt0000239,nm0349785,\N
tt0000240,\N,\N
tt0000242,nm0617588,nm0617588
tt0000245,\N,\N
tt0000246,nm0617588,\N
tt0000247,"nm2156608,nm0005690,nm0002504","nm0000636,nm0002504"
tt0000248,nm0808310,\N
tt0000251,nm0177862,\N
tt0000253,nm0095816,\N
tt0000256,\N,\N
tt0000261,nm0617588,\N
tt0000264,nm0617588,\N
tt0000265,\N,\N
tt0000269,nm0666972,\N
tt0000271,nm0349785,\N
tt0000272,nm0808310,\N
tt0000273,nm0932055,nm0932055
tt0000274,nm0349785,\N
tt0000276,nm0349785,\N
tt0000277,nm0349785,\N
tt0000279,\N,\N
tt0000280,\N,\N
tt0000283,nm0349785,\N
tt0000284,nm0349785,\N
tt0000286,nm0349785,\N
tt0000287,"nm0085865,nm0807236",\N
tt0000288,nm0349785,\N
tt0000292,nm0349785,\N
tt0000296,nm0349785,\N
tt0000299,nm0349785,\N
tt0000300,nm0085865,\N
tt0000301,nm0692105,nm0324473
tt0000302,nm0349785,\N
tt0000304,nm0808310,\N
tt0000306,nm0561109,nm0000636
tt0000307,nm0085865,nm1112850
tt0000308,nm0808310,\N
tt0000309,nm0378408,\N
tt0000310,\N,\N
tt0000313,nm0808310,\N
tt0000319,nm0793094,\N
tt0000321,nm0692105,\N
tt0000328,nm0349785,\N
tt0000335,"nm0095714,nm0675140",\N
tt0000337,\N,\N
tt0000340,nm0692105,\N
tt0000341,nm0692105,\N
tt0000346,nm0692105,\N
tt0000347,\N,\N
tt0000349,nm0095816,\N
tt0000350,nm0666972,\N
tt0000352,nm0692105,\N
tt0000353,nm0692105,\N
tt0000355,nm0932055,\N
tt0000357,nm0095816,\N
tt0000358,nm0954087,nm0954087
tt0000359,nm0617588,\N
tt0000361,nm0349785,\N
tt0000363,nm0095816,nm0095816
tt0000364,nm0692105,\N
tt0000368,nm0617588,nm0674518
tt0000370,nm0095816,"nm1304340,nm0002042"
tt0000373,nm0954087,\N
tt0000376,nm0958169,nm0670740
tt0000377,nm0095816,\N
tt0000379,nm0005717,\N
tt0000380,"nm0634629,nm0954087",nm0674518
tt0000381,\N,\N
tt0000384,nm0349785,\N
tt0000387,"nm0617588,nm0881616",\N
tt0000388,nm0349785,\N
tt0000399,"nm2092030,nm0692105",\N
tt0000400,nm0349785,\N
tt0000406,\N,\N
tt0000407,nm0005717,\N
tt0000409,nm0349785,\N
tt0000410,nm0035502,\N
tt0000412,nm0555522,\N
tt0000413,nm0617588,nm0617588
tt0000414,nm0692105,\N
tt0000416,nm0954087,"nm0954087,nm0957652"
tt0000417,nm0617588,"nm0617588,nm0894523,nm0920229"
tt0000420,"nm0832948,nm0378408","nm0140902,nm0378408"
tt0000423,nm0617588,\N
tt0000425,\N,\N
tt0000426,\N,\N
tt0000430,nm0666972,\N
tt0000432,nm0349785,\N
tt0000436,"nm0095816,nm0666972",\N
tt0000437,nm0349785,\N
tt0000439,nm0692105,"nm1145809,nm0692105"
tt0000440,nm0617588,\N
tt0000442,nm0253298,"nm1856940,nm1857036"
tt0000446,nm0567363,\N
tt0000447,"nm2092030,nm0692105",nm0692105
tt0000451,nm0808310,\N
tt0000452,nm0692105,\N
tt0000455,nm0617588,\N
tt0000456,\N,\N
tt0000459,\N,\N
tt0000464,nm0005690,"nm0099105,nm0005690,nm0410331,nm0420198"
tt0000465,nm0617588,"nm0617588,nm1340310"
tt0000469,nm0808310,\N
tt0000471,nm0692105,nm0832952
tt0000472,nm0002615,nm0832952
tt0000479,nm0666972,\N
tt0000480,nm0617588,\N
tt0000487,nm0002615,\N
tt0000488,nm0789748,nm0794919
tt0000491,\N,\N
tt0000492,nm0567363,\N
tt0000495,nm0954087,\N
tt0000496,\N,\N
tt0000497,\N,\N
tt0000498,"nm0280432,nm0378408",nm1539443
tt0000499,nm0617588,"nm0617588,nm0894523,nm0257866"
tt0000501,nm0085865,"nm0236279,nm0509478"
tt0000502,nm0063413,"nm0063413,nm0657268,nm0675388"
tt0000505,"nm1563072,nm0381874",nm0381874
tt0000507,\N,\N
tt0000509,nm1563072,nm0381874
tt0000511,"nm0349785,nm0419327",nm0401076
tt0000512,\N,\N
tt0000515,nm0159015,nm0159015
tt0000516,nm0159015,\N
tt0000519,nm0692105,\N
tt0000520,nm0353576,\N
tt0000521,nm0692105,\N
tt0000524,nm0005658,\N
tt0000525,nm0243796,\N
tt0000526,\N,\N
tt0000528,nm0001908,"nm0696078,nm0395216"
tt0000533,\N,\N
tt0000534,nm0095816,\N
tt0000535,nm0488932,nm0488932
tt0000537,\N,\N
tt0000543,nm0647763,\N
tt0000546,"nm0567363,nm0692105",nm0565560
tt0000550,nm0647763,\N
tt0000552,nm0095816,\N
tt0000553,nm0085865,\N
tt0000554,nm0085865,\N
tt0000555,nm0488932,nm0630737
tt0000557,nm0692105,nm0601940
tt0000561,nm0692105,\N
tt0000565,nm0692105,nm0601061
tt0000567,nm0617588,"nm0182945,nm9551905"
tt0000570,\N,\N
tt0000571,nm0085865,\N
tt0000574,nm0846879,nm0846879
tt0000575,nm0617588,nm0894523
tt0000576,nm0159015,\N
tt0000578,nm0001908,nm0001908
tt0000582,"nm0741382,nm0646058","nm0310155,nm0908753"
tt0000583,nm0488932,nm0241414
tt0000584,"nm0191133,nm0305591",nm0191133
tt0000588,"nm0488932,nm0526168",\N
tt0000591,nm0141150,nm0141150
tt0000594,nm0488932,\N
tt0000595,nm0488932,\N
tt0000596,nm0488932,nm0026153
tt0000597,"nm0159015,nm0954087",\N
tt0000598,nm0617588,nm0000636
tt0000599,\N,\N
tt0000601,nm0691994,nm0003471
tt0000602,nm0488932,nm0630737
tt0000608,nm0488932,\N
tt0000609,"nm0143333,nm0892614",nm0000636
tt0000610,nm0691994,nm0000636
tt0000613,nm0274368,\N
tt0000614,"nm0954087,nm0159015",nm0159015
tt0000615,nm0533958,"nm0092809,nm0533958"
tt0000617,nm0488932,nm0630737
tt0000618,"nm0700930,nm0817086","nm0817086,nm0882755"
tt0000621,nm0280432,\N
tt0000627,nm0567363,nm0000428
tt0000628,"nm0000428,nm0005658",nm0853193
tt0000629,nm0000428,"nm0855139,nm0940488"
tt0000630,nm0143333,nm0000636
tt0000632,nm0005717,"nm0005717,nm0900293"
tt0000634,"nm0448682,nm0085865",nm0000636
tt0000637,"nm0130633,nm0494039",nm0491819
tt0000638,nm1266490,nm0000428
tt0000639,nm0567363,\N
tt0000640,nm0000428,nm0000428
tt0000641,nm0000428,nm0000428
tt0000642,nm0000428,nm0000428
tt0000644,nm0000428,nm0000428
tt0000645,nm0000428,nm0000428
tt0000648,"nm0000428,nm1266490",\N
tt0000650,nm0692105,nm0169009
tt0000651,nm0567363,\N
tt0000653,nm0000428,nm0000428
tt0000654,nm0000428,nm0000428
tt0000658,nm0169871,\N
tt0000659,nm0567363,\N
tt0000660,nm0000428,nm0000428
tt0000661,nm0617588,\N
tt0000662,nm0567363,\N
tt0000663,nm0000428,nm0000428
tt0000665,nm0000428,nm0000428
tt0000666,nm0005717,\N
tt0000668,"nm0091767,nm0675544",nm0241416
tt0000669,nm0205986,\N
tt0000671,nm0691994,\N
tt0000672,nm0000428,nm0000428
tt0000673,"nm0422930,nm0005717","nm0271357,nm0005717"
tt0000674,"nm0063413,nm0550220","nm0063413,nm0550220,nm0957979"
tt0000675,nm0194088,nm0148859
tt0000676,nm0194088,nm0729044
tt0000679,"nm0091767,nm0877783","nm0000875,nm0877783"
tt0000680,nm0567363,\N
tt0000681,nm0567363,\N
tt0000682,nm0169871,\N
tt0000683,nm0000428,nm0000428
tt0000684,nm0000428,nm0000428
tt0000685,nm0000428,nm0000428
tt0000689,nm0000428,"nm0000428,nm0518711"
tt0000690,nm0000428,nm0000428
tt0000694,nm0000428,nm0000428
tt0000695,nm0000428,"nm0000428,nm0853193"
tt0000697,nm0000428,nm0000428
tt0000698,nm0000428,"nm0000428,nm0366610"
tt0000699,nm0000428,nm0000428
tt0000700,nm0567363,\N
tt0000704,"nm0085865,nm0807236",nm0085865
tt0000706,nm0000428,"nm0000428,nm13388805,nm0786076"
tt0000707,nm0000428,nm0000428
tt0000708,nm0567363,\N
tt0000709,"nm0085865,nm0710362","nm0509478,nm0000636"
tt0000713,nm0567363,\N
tt0000717,nm0085865,nm0000636
tt0000720,nm0000428,nm0000428
tt0000722,nm0353576,\N
tt0000724,nm0085865,"nm0509478,nm0000636"
tt0000725,nm0567363,nm0000428
tt0000727,nm0000428,nm0784407
tt0000728,nm0000428,nm0000428
tt0000730,nm0000428,nm0000428
tt0000731,nm0000428,"nm0000428,nm0940488"
tt0000733,nm0567363,nm0000428
tt0000734,nm0710362,nm0000636
tt0000737,nm0853193,"nm0137414,nm0000428"
tt0000738,\N,\N
tt0000739,nm0191133,\N
tt0000740,nm0000428,"nm0000428,nm0853193"
tt0000741,nm0000428,nm0000428
tt0000743,nm0567363,\N
tt0000746,nm0000428,"nm0150432,nm0191885,nm0000428,nm0940488"
tt0000747,nm0000428,"nm0000428,nm0853193"
tt0000748,nm0000428,"nm0000428,nm0366610"
tt0000749,nm0205986,\N
tt0000752,nm0000428,nm0000428
tt0000754,nm0085865,nm0000636
tt0000755,nm0617588,\N
tt0000756,nm0567363,\N
tt0000758,nm0488932,\N
tt0000759,nm0488932,\N
tt0000762,nm0000428,nm0000428
tt0000764,nm0000428,"nm0000428,nm0393524,nm0940488"
tt0000767,nm0000428,nm0000428
tt0000769,nm0617588,\N
tt0000770,nm0000428,"nm0000428,nm0000636,nm0813603"
tt0000771,nm0000428,\N
tt0000772,nm0000428,nm0000428
tt0000775,nm0243796,\N
tt0000776,"nm0024464,nm0535957","nm0120272,nm0648372"
tt0000778,nm0000428,nm0000428
tt0000779,nm0000428,nm0000428
tt0000781,nm0085865,\N
tt0000782,nm0808310,\N
tt0000784,nm0567363,nm0000428
tt0000785,nm0000428,"nm0000428,nm0853193"
tt0000787,nm0000428,nm0000428
tt0000789,nm0000428,nm0000428
tt0000790,nm0095816,nm0095816
tt0000792,nm0000428,nm0000428
tt0000793,"nm0081288,nm0691994",\N
tt0000797,nm0000428,nm0000428
tt0000798,nm0294276,\N
tt0000800,nm0000428,nm0681933
tt0000801,nm0000428,nm0000428
tt0000803,nm0488932,\N
tt0000807,nm0000428,nm0853193
tt0000809,nm0000428,\N
tt0000815,nm0000428,nm0000428
tt0000816,nm0000428,nm0000428
tt0000817,nm0488932,\N
tt0000819,nm0000428,nm0000428
tt0000821,nm0000428,\N
tt0000823,nm0000428,nm0940488
tt0000825,nm0000428,nm0000428
tt0000826,nm0000428,nm0000428
tt0000827,nm0000428,nm0853193
tt0000828,nm0000428,nm0000428
tt0000829,nm0000428,nm0000428
tt0000831,nm0000428,nm0000428
tt0000832,nm0000428,"nm0000428,nm0635805,nm0940488"
tt0000833,nm0000428,nm0000428
tt0000835,nm0000428,"nm0002042,nm0940488"
tt0000836,"nm0180860,nm0274368",\N
tt0000837,nm0000428,nm0000428
tt0000840,"nm0784407,nm0000428","nm0005658,nm0000428,nm0784407"
tt0000841,nm0000428,nm0681933
tt0000843,nm0000428,"nm0878494,nm0940488"
tt0000844,"nm0327201,nm0698839","nm0327201,nm0866239"
tt0000845,nm0000428,\N
tt0000847,nm0093361,nm0093361
tt0000848,nm0617588,\N
tt0000851,nm0000428,nm0000428
tt0000852,nm0000428,nm0000428
tt0000853,nm0000428,nm0000428
tt0000854,nm0000428,"nm0000428,nm0940488"
tt0000855,nm0000428,nm0000428
tt0000857,nm0000428,nm0000428
tt0000858,nm0000428,nm0000428
tt0000860,nm0000428,nm0000428
tt0000861,nm0000428,"nm0253652,nm0940488"
tt0000862,nm0878467,nm0957652
tt0000864,nm0000428,nm0000428
tt0000866,nm0294276,\N
tt0000870,nm0000428,"nm0000428,nm0401076"
tt0000871,nm0000428,nm0940488
tt0000873,nm0698839,"nm0698839,nm0701090"
tt0000874,nm0000428,nm0000428
tt0000875,nm0000428,nm0000428
tt0000877,nm0000428,nm0000428
tt0000878,nm0000428,nm0000428
tt0000880,nm0000428,nm0000428
tt0000882,nm0000428,nm0000428
tt0000884,nm0488932,\N
tt0000886,nm0099901,nm0000636
tt0000887,nm0205986,nm0205986
tt0000890,nm0000428,\N
tt0000891,nm0488932,\N
tt0000892,nm0000428,nm0000428
tt0000893,"nm0265289,nm0160280,nm0176699",\N
tt0000895,nm0000428,"nm0000428,nm0940488"
tt0000896,nm0000428,nm0000428
tt0000897,nm0000428,"nm0377958,nm0288616"
tt0000898,nm0000428,nm0000428
tt0000900,nm0000428,nm0000428
tt0000901,nm0000428,nm0000428
tt0000902,nm0000428,nm0000428
tt0000903,nm0000428,nm0000428
tt0000904,nm0692105,nm0692105
tt0000905,nm0000428,nm0000428
tt0000908,nm0000428,"nm0206801,nm0853193"
tt0000910,nm0000428,nm0000428
tt0000911,nm0000428,nm0940488
tt0000912,nm0000428,nm0853193
tt0000916,nm0511729,"nm1703900,nm0511729"
tt0000919,nm0000428,nm0000428
tt0000920,nm0000428,nm0000428
tt0000921,nm0000428,nm0000428
tt0000922,nm0000428,nm0000428
tt0000924,nm0169871,\N
tt0000928,"nm0085865,nm0710362","nm0612348,nm0000636"
tt0000929,nm0093361,\N
tt0000930,nm0093361,\N
tt0000932,nm0488932,nm5600037
tt0000933,nm0000428,nm0853193
tt0000934,nm0000428,"nm0178126,nm0853193"
tt0000935,nm0000428,nm0000428
tt0000936,nm0000428,"nm0000428,nm0853193"
tt0000938,nm0000428,nm0000428
tt0000939,nm0000428,nm0681933
tt0000941,"nm0063413,nm0550220","nm0063413,nm0550220,nm0848502"
tt0000942,nm0000428,"nm4117830,nm0520524,nm0784407"
tt0000944,nm0294276,\N
tt0000945,nm0000428,nm0853193
tt0000946,nm0000428,nm0000428
tt0000950,nm0143333,nm0000636
tt0000954,nm0000428,\N
tt0000956,nm0000428,nm0000428
tt0000957,nm0511729,nm0596942
tt0000958,nm0000428,nm0000428
tt0000960,nm0000428,nm0853193
tt0000961,nm0000428,nm0940488
tt0000962,nm0000428,nm0000428
tt0000964,nm0000428,nm0000428
tt0000966,"nm0448682,nm0085865","nm0612348,nm0000636"
tt0000967,nm0000428,nm0000428
tt0000969,nm0085865,nm0401076
tt0000970,nm0674600,"nm0275421,nm0304098"
tt0000971,nm0532622,\N
tt0000972,nm0000428,"nm0000428,nm0940488"
tt0000974,nm0000428,"nm0000428,nm0940488"
tt0000975,nm0000428,nm0000428
tt0000976,nm0000428,nm0000428
tt0000979,nm0085865,nm0612348
tt0000981,nm0000428,"nm0940488,nm0560943"
tt0000985,nm0000428,nm0000428
tt0000986,nm0000428,"nm0000428,nm0940488"
tt0000987,nm0711337,\N
tt0000988,nm0333175,\N
tt0000989,nm0000428,nm0000428
tt0000990,nm0085865,"nm0002042,nm0612348"
tt0000992,\N,\N
tt0000995,nm0000428,nm0853193
tt0000997,nm0000428,"nm0000428,nm0940488"
tt0000998,nm0266080,nm0000636
tt0001000,nm0000428,nm0000428
tt0001001,nm0000428,"nm0115203,nm0000428,nm0940488"
tt0001002,nm0000428,nm0000428
tt0001005,nm0000428,\N
tt0001008,nm0205986,"nm0205986,nm0878494"
tt0001009,nm0085865,\N
tt0001010,nm0185426,\N
tt0001011,nm0000428,nm0000428
tt0001013,nm0000428,nm0940488
tt0001014,nm0000428,nm0000428
tt0001015,nm0000428,nm0000428
tt0001016,nm0000428,"nm0866243,nm0940488"
tt0001020,nm0000428,nm0000428
tt0001025,nm0000428,nm0000428
tt0001027,nm0000428,"nm0377958,nm0000428"
tt0001028,nm0294276,\N
tt0001029,nm0000428,"nm0000428,nm0791017"
tt0001032,nm0000428,"nm0000590,nm0940488,nm0051304"
tt0001033,nm0000428,nm0000428
tt0001035,\N,\N
tt0001036,nm0488932,\N
tt0001037,nm0488932,\N
tt0001038,\N,\N
tt0001041,nm0000428,nm0000428
tt0001044,nm0000428,"nm0000428,nm0560943"
tt0001045,\N,nm0000636
tt0001049,nm0022607,\N
tt0001050,nm0000428,"nm0000428,nm0853193"
tt0001052,nm0000428,"nm0829044,nm0940488"
tt0001053,nm0000428,nm0000428
tt0001054,nm0000428,\N
tt0001058,nm0000428,nm0000428
tt0001061,nm0000428,nm0853193
tt0001062,nm0000428,nm0000428
tt0001063,nm0000428,nm0000428
tt0001064,nm0000428,nm0853193
tt0001065,nm0000428,nm0000428
tt0001066,nm0488932,\N
tt0001067,nm0000428,nm0000428
tt0001071,nm0000428,nm0000428
tt0001072,nm0000428,\N
tt0001074,nm0000428,nm0853193
tt0001075,nm0000428,\N
tt0001076,nm0000428,"nm0000428,nm0377958,nm0784407"
tt0001077,nm0000428,nm0853193
tt0001078,nm0000428,nm0000428
tt0001079,nm0000428,nm0000428
tt0001083,nm0000428,"nm0178934,nm0940488"
tt0001084,nm0000428,nm0000428
tt0001085,nm0000428,nm0000428
tt0001086,nm0000428,nm0000428
tt0001088,nm0000428,nm0000428
tt0001089,nm0111753,\N
tt0001090,nm0000428,nm0000428
tt0001091,nm0000428,nm0000428
tt0001092,nm0000428,nm0000428
tt0001094,nm0000428,nm0000428
tt0001095,nm0000428,nm0000428
tt0001098,nm0000428,nm0000428
tt0001099,nm0000428,nm0000428
tt0001101,nm0923603,\N
tt0001103,nm0288616,nm0853193
tt0001104,nm0288616,nm0853193
tt0001105,nm0300487,nm0300487
tt0001106,nm0692105,nm0140902
tt0001107,nm0288616,\N
tt0001111,nm0375839,\N
tt0001112,nm0143333,nm0000636
tt0001113,nm0159015,nm0159015
tt0001115,nm0375839,nm0306604
tt0001116,nm0375839,\N
tt0001117,"nm0029253,nm0954087",nm0000636
tt0001118,nm0000428,nm0853193
tt0001120,nm0000428,nm0853193
tt0001121,nm0000428,nm0853193
tt0001122,nm0605942,"nm0304098,nm0051304"
tt0001129,nm0000428,nm0388062
tt0001135,nm0000428,nm0852022
tt0001139,nm0185714,\N
tt0001143,nm0000428,nm0940488
tt0001144,nm0000428,nm0000428
tt0001145,nm0159015,"nm0735628,nm0159015"
tt0001150,nm0000428,nm0853193
tt0001151,nm0000428,nm0140842
tt0001152,nm0000428,nm0853193
tt0001153,nm0000428,nm0852022
tt0001156,nm0000428,nm0853193
tt0001159,\N,\N
tt0001161,nm0000428,nm0853193
tt0001165,nm0000428,\N
tt0001175,"nm0130633,nm0580197,nm0693516","nm0241414,nm0693516"
tt0001176,nm0000428,nm0000428
tt0001184,"nm0063413,nm0550220",nm0049370
tt0001185,nm0835591,nm0928492
tt0001186,nm0877783,"nm0000875,nm0877783"
tt0001187,nm0000428,nm0000428
tt0001190,nm0391508,nm0391508
tt0001195,nm0526190,\N
tt0001196,nm0375839,nm0373851
tt0001200,nm0000428,nm0000428
tt0001202,nm0000428,nm0853193
tt0001206,nm0000428,nm0853193
tt0001207,nm0000428,nm0940488
tt0001211,"nm0029253,nm1108042",\N
tt0001214,nm0674600,"nm0275421,nm0304098"
tt0001216,nm0000428,nm0853193
tt0001217,nm0000428,nm0853193
tt0001218,nm0159015,nm0159015
tt0001223,nm0205986,"nm0791217,nm0205986"
tt0001227,nm0000428,nm0567615
tt0001230,\N,\N
tt0001234,nm0000428,nm0853193
tt0001235,nm0288616,nm0940488
tt0001236,nm0000428,nm0853193
tt0001237,nm0000428,"nm0855139,nm0922044"
tt0001240,nm0088881,nm0000636
tt0001241,"nm0055011,nm0713223","nm0000636,nm0713223"
tt0001242,nm0221142,nm0000636
tt0001245,nm0000428,nm0000428
tt0001253,nm0000428,nm0369839
tt0001254,nm0000428,nm0940488
tt0001256,nm0000428,nm0355555
tt0001258,nm0088881,nm0773085
tt0001262,nm0000428,nm0800480
tt0001264,nm0000428,nm0853193
tt0001265,nm0000428,nm0853193
tt0001277,nm0169878,nm0375839
tt0001280,nm0022607,\N
tt0001282,nm0877783,"nm0000875,nm0877783"
tt0001283,nm0000428,nm0000428
tt0001284,nm0000428,nm0376396
tt0001285,nm0085865,"nm0676645,nm0836316"
tt0001292,nm0000428,nm0853193
tt0001294,nm0352726,\N
tt0001299,nm0130633,"nm0141150,nm0000636"
tt0001303,nm0000428,nm0853193
tt0001306,nm0029253,\N
tt0001307,nm0000428,nm0940488
tt0001310,nm0288616,"nm0681933,nm0288616"
tt0001313,\N,\N
tt0001314,nm0516263,nm0000636
tt0001315,nm0000428,\N
tt0001321,"nm0091767,nm0877783",\N
tt0001326,nm0000428,"nm0376396,nm0580648"
tt0001330,\N,\N
tt0001332,nm0288616,nm0853193
tt0001333,nm0000428,nm0940488
tt0001334,nm0288616,nm0000428
tt0001337,nm0000428,nm0000428
tt0001338,nm0471787,"nm0698839,nm0324690"
tt0001340,nm0000428,nm0853193
tt0001348,\N,\N
tt0001351,nm0000428,nm0853193
tt0001353,nm0135052,nm0304098
tt0001358,nm1159832,"nm0262132,nm1159832"
tt0001364,nm0159015,"nm0036298,nm11468708,nm0159015"
tt0001370,nm0764002,\N
tt0001371,nm0000428,"nm0413582,nm0000428,nm0853193"
tt0001377,nm0209738,nm0000636
tt0001378,nm0516263,nm0000636
tt0001379,nm0294276,\N
tt0001380,nm0511602,\N
tt0001381,"nm1003261,nm0300487",\N
tt0001385,nm0000428,nm0000428
tt0001386,\N,nm0304098
tt0001387,nm0000428,nm0853193
